satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,salary
0.18,0.36,2,197,5,0,0,0,hr,medium
0.3,0.8,3,278,7,0,0,0,support,medium
0.36,0.56,2,177,4,0,0,0,IT,medium
0.56,0.36,4,176,10,0,1,0,RandD,low
0.18,0.79,5,144,7,0,0,0,IT,medium
0.06,0.61,4,110,9,0,1,0,IT,medium
0.57,0.65,2,150,3,0,0,0,finance,medium
0.7,0.87,7,169,4,0,0,0,finance,medium
0.63,0.62,2,174,6,1,1,0,product_mng,medium
0.48,0.8,3,240,5,0,1,0,hr,medium
0.58,0.68,6,245,2,1,0,0,technical,low
0.52,0.64,2,243,2,0,0,0,hr,medium
0.64,0.36,2,174,4,0,0,0,RandD,low
0.59,0.42,4,219,10,0,0,0,marketing,medium
0.2,0.71,3,281,2,1,0,0,IT,medium
0.4,0.56,3,278,7,0,0,0,marketing,medium
0.84,0.53,5,242,10,0,1,0,support,medium
0.34,0.4,2,179,2,1,0,0,marketing,high
0.47,0.53,2,235,2,0,0,0,product_mng,medium
0.3,0.52,7,175,3,0,1,0,support,medium
0.69,0.66,7,129,5,0,0,0,finance,low
0.25,0.68,6,150,9,1,1,1,management,low
0.4,0.9,4,267,8,0,0,0,hr,medium
0.05,0.8,2,264,5,0,0,0,support,low
0.13,0.62,6,307,5,0,0,0,product_mng,medium
0.89,0.38,3,247,8,1,1,0,management,low
0.56,0.81,4,131,2,0,0,1,product_mng,low
0.28,0.49,2,189,2,0,1,0,hr,low
0.24,0.61,2,243,10,0,0,0,finance,low
0.45,0.72,7,120,8,0,0,0,IT,high
0.61,0.54,4,292,4,0,1,0,support,medium
0.07,0.6,7,212,7,0,0,0,support,low
0.38,0.8,6,276,5,0,0,0,finance,medium
0.23,0.36,3,217,4,0,1,0,finance,medium
0.68,0.59,6,260,8,0,1,0,support,low
0.14,0.89,5,238,9,0,0,0,support,low
0.28,0.36,2,244,7,0,0,0,management,high
0.18,0.41,5,304,8,0,0,0,support,low
0.4,0.89,4,288,4,1,0,0,technical,medium
0.08,0.81,7,197,8,0,0,0,hr,medium
0.4,0.53,7,260,3,0,0,0,management,medium
0.28,0.78,2,125,6,0,0,0,management,low
0.3,0.36,2,179,4,0,0,0,product_mng,medium
0.26,0.57,4,155,2,1,1,0,product_mng,medium
0.24,0.88,5,163,8,1,0,0,finance,low
0.25,0.94,6,209,3,0,0,0,RandD,low
0.33,0.83,5,193,9,0,0,0,support,low
0.31,0.62,3,259,8,0,0,0,management,medium
0.09,0.36,5,301,9,0,0,0,product_mng,low
0.19,0.72,7,189,8,0,0,0,RandD,medium
0.12,0.85,6,268,9,0,0,0,technical,medium
0.15,0.36,3,98,7,0,1,0,technical,low
0.63,0.52,4,309,2,0,0,0,IT,medium
0.26,0.36,2,112,4,0,0,0,sales,low
0.43,0.92,7,257,7,0,0,0,technical,low
0.32,0.46,3,235,9,1,0,0,support,low
0.04,0.68,3,176,2,0,1,0,IT,medium
0.15,0.53,3,292,5,0,0,0,marketing,low
0.34,0.46,7,113,8,0,0,0,sales,low
0.15,0.63,2,100,2,0,1,0,sales,medium
0.22,0.72,6,218,7,0,1,0,marketing,medium
0.44,0.92,3,106,5,0,0,0,sales,low
0.69,0.84,4,294,9,0,0,0,hr,low
0.38,0.37,6,100,3,1,0,0,IT,medium
0.49,0.8,4,293,6,0,1,0,sales,low
0.34,0.72,2,183,2,0,0,0,product_mng,medium
0.44,0.55,7,257,9,0,0,0,RandD,high
0.28,0.7,4,305,2,0,0,0,support,low
0.77,0.36,5,192,3,0,0,0,technical,low
0.21,0.77,5,106,2,0,0,0,hr,medium
0.35,0.36,7,133,7,0,0,0,IT,medium
0.6,0.36,7,112,5,0,0,0,marketing,medium
0.25,0.76,2,195,4,0,0,0,hr,low
0.47,0.69,7,307,8,0,0,0,product_mng,low
0.67,0.64,6,209,10,0,0,0,product_mng,low
0.47,0.68,2,225,8,0,0,0,hr,low
0.19,0.53,6,208,8,0,0,0,RandD,medium
0.54,0.83,5,270,10,1,0,0,management,low
0.16,0.36,5,236,4,0,0,0,hr,low
0.22,0.82,5,220,6,0,0,0,IT,low
0.38,0.6,3,193,6,0,0,0,support,low
0.02,0.57,5,263,3,0,0,0,hr,medium
0.76,0.69,4,144,8,0,0,0,management,medium
0.33,0.5,2,175,5,0,1,0,support,low
0.52,0.53,7,294,9,0,1,0,RandD,low
0.44,0.83,6,217,6,0,0,0,IT,low
0.61,0.78,7,240,3,0,0,0,management,medium
0.58,0.78,5,198,4,0,0,0,RandD,medium
0.2,0.86,7,241,3,0,0,0,technical,low
0.58,0.55,2,237,7,0,0,0,hr,medium
0.7,0.58,3,267,4,0,1,0,support,low
0.3,0.46,5,161,8,0,0,0,sales,medium
0.65,0.66,2,235,4,1,0,0,finance,medium
0.34,0.65,6,173,10,0,0,1,marketing,low
0.43,0.48,5,157,6,0,0,0,product_mng,high
0.12,0.7,4,235,8,0,1,0,hr,medium
0.8,0.6,7,156,10,0,0,0,RandD,low
0.07,0.61,5,175,8,0,0,0,sales,low
0.13,0.76,2,115,3,0,1,0,support,low
0.38,0.45,3,134,8,0,0,0,sales,low
0.28,0.74,5,116,2,0,1,0,technical,medium
0.4,0.77,7,279,5,0,0,0,support,medium
0.15,0.72,4,110,7,0,0,0,management,medium
0.67,0.36,3,203,4,0,0,0,technical,medium
0.28,0.36,4,178,2,0,1,0,RandD,low
0.44,0.82,3,217,2,0,0,0,marketing,medium
0.46,0.76,5,188,5,0,0,0,hr,low
0.79,0.82,2,112,3,0,0,0,IT,high
0.6,0.69,3,296,5,0,1,0,hr,medium
0.24,0.67,3,260,2,0,0,0,hr,low
0.31,0.52,6,228,5,0,0,0,hr,medium
0.32,0.63,5,146,3,1,0,0,marketing,low
0.31,0.75,7,290,7,0,0,0,IT,low
0.49,0.54,5,232,3,0,0,0,technical,medium
0.23,0.81,4,106,5,0,0,0,product_mng,low
0.72,0.79,7,258,4,0,0,0,product_mng,medium
0.01,0.4,2,142,5,0,0,0,IT,low
0.14,0.71,2,300,6,1,0,0,management,low
0.32,0.66,5,305,6,0,1,0,support,medium
0.56,0.69,6,239,8,1,0,0,management,medium
0.17,0.45,2,289,6,0,1,0,finance,low
0.82,0.73,4,101,2,0,0,0,finance,medium
0.43,0.68,5,244,7,0,1,0,technical,low
0.55,0.96,6,182,9,0,0,0,product_mng,low
0.31,0.75,7,201,5,0,0,0,management,medium
0.05,0.51,2,97,3,0,0,0,technical,medium
0.12,0.74,6,180,5,0,0,0,support,medium
0.37,0.92,3,145,7,0,0,0,IT,low
0.22,0.62,6,249,9,1,1,0,marketing,medium
0.42,0.45,3,267,8,1,0,0,management,low
0.52,0.36,4,197,3,0,1,0,sales,medium
0.38,0.85,2,256,10,1,1,0,RandD,low
0.18,0.72,3,108,5,1,0,0,marketing,medium
0.26,0.38,3,99,9,0,1,0,sales,low
0.34,0.41,5,136,9,0,1,0,management,low
0.19,0.56,2,195,10,0,0,0,support,medium
0.5,0.84,2,145,7,0,0,0,IT,high
0.38,0.95,3,224,4,1,0,0,technical,high
0.48,0.76,7,310,7,0,0,0,sales,low
0.29,0.56,3,275,10,0,0,0,technical,low
0.2,0.53,5,175,5,0,0,0,management,medium
0.54,0.54,3,134,10,0,0,0,management,medium
0.46,0.41,4,294,5,0,0,0,management,low
0.51,0.53,5,288,3,0,0,0,product_mng,low
0.4,0.58,7,255,4,0,0,0,finance,low
0.54,0.52,5,254,7,0,0,0,hr,low
0.61,0.88,3,153,6,0,1,0,management,low
0.27,0.59,6,310,8,0,0,0,management,medium
0.69,0.36,3,212,4,0,0,0,hr,low
0.52,0.38,3,214,6,1,0,0,IT,low
0.49,0.95,3,263,10,0,1,0,sales,low
0.33,0.91,4,289,4,0,0,0,technical,medium
0.89,0.36,6,298,3,0,0,0,IT,low
0.72,0.45,6,193,5,0,0,0,product_mng,low
0.7,0.36,5,210,6,0,0,0,finance,medium
0.48,0.86,4,222,9,0,0,0,product_mng,medium
0.63,0.8,2,212,8,0,0,0,technical,medium
0.67,0.44,2,115,3,0,0,0,technical,medium
0.38,0.52,4,301,10,0,0,0,RandD,medium
0.33,0.55,3,147,3,0,0,0,finance,low
0.13,0.63,2,120,7,0,0,0,product_mng,medium
0.32,0.78,3,255,4,0,0,0,sales,low
0.51,0.61,4,168,9,1,0,0,management,low
0.34,0.36,3,276,9,1,1,0,sales,medium
0.23,0.98,4,282,8,0,1,0,marketing,medium
0.64,0.74,7,139,4,0,0,0,IT,low
0.5,0.43,5,255,8,0,1,0,IT,low
0.23,0.76,2,207,4,0,1,0,RandD,low
0.26,0.36,3,180,6,0,1,0,product_mng,low
0.25,0.4,7,225,10,0,0,0,hr,medium
0.38,0.79,5,225,5,0,0,0,management,low
0.7,0.36,2,243,9,0,0,0,management,low
0.34,0.38,4,158,3,0,0,0,finance,medium
0.32,0.76,4,308,6,0,0,0,finance,medium
0.39,0.63,4,152,6,0,0,0,product_mng,medium
0.29,0.4,2,240,2,0,0,0,hr,low
0.31,0.72,5,158,5,0,1,0,sales,low
0.25,0.59,4,260,2,0,0,0,hr,medium
0.31,0.71,6,107,6,0,1,0,RandD,medium
0.34,0.46,5,186,6,0,0,0,support,medium
0.14,0.55,4,294,2,0,0,1,IT,medium
0.38,0.36,5,292,9,0,1,0,technical,low
0.79,0.39,4,148,3,0,0,0,product_mng,medium
0.49,0.74,2,282,7,0,0,0,technical,low
0.3,0.36,7,207,2,0,0,0,RandD,low
0.41,0.73,6,284,2,0,0,0,technical,low
0.24,0.58,3,255,6,0,0,0,finance,low
0.13,0.53,4,116,4,0,0,0,sales,low
0.45,0.55,2,260,10,0,0,0,sales,low
0.43,0.56,5,266,3,0,0,0,IT,medium
0.1,0.46,4,234,8,0,0,0,product_mng,medium
0.55,0.8,3,147,8,0,1,0,marketing,medium
0.74,0.91,6,129,5,0,1,0,hr,medium
0.47,0.83,3,151,4,0,1,0,marketing,high
0.38,0.55,6,302,6,0,0,0,marketing,medium
0.62,0.63,3,206,10,0,0,0,support,low
0.72,0.8,5,243,8,0,0,0,RandD,low
0.12,0.78,6,227,7,0,0,0,IT,medium
0.26,0.56,4,219,10,0,0,0,product_mng,low
0.28,0.91,7,279,8,0,1,0,technical,high
0.54,0.56,7,277,2,0,1,0,marketing,medium
0.15,0.36,5,186,10,1,0,0,hr,low
0.32,0.41,5,114,6,0,0,0,management,low
0.45,0.79,7,121,6,0,0,0,marketing,medium
0.26,0.59,2,157,8,0,1,0,finance,medium
0.29,0.66,5,228,7,0,0,0,IT,high
0.41,0.36,4,136,8,0,0,0,hr,low
0.32,0.62,7,210,5,1,0,0,marketing,medium
0.25,0.52,6,188,10,0,0,0,hr,medium
0.3,0.84,3,133,8,0,0,0,sales,low
0.42,0.47,3,294,7,0,0,0,management,medium
0.56,0.75,2,247,6,0,0,0,sales,low
0.1,0.58,3,128,3,0,0,0,product_mng,low
0.52,0.36,2,177,8,0,1,0,finance,high
0.78,0.95,2,204,6,1,0,0,RandD,medium
0.4,0.76,5,274,4,0,0,0,product_mng,medium
0.19,0.8,5,209,10,0,0,0,product_mng,high
0.61,0.38,5,268,7,0,1,0,IT,low
0.46,0.36,2,284,10,0,0,1,marketing,low
0.55,0.58,6,245,8,0,0,0,RandD,low
0.34,0.89,3,306,10,0,0,0,marketing,medium
0.69,0.48,3,124,8,0,1,0,RandD,high
0.47,0.74,6,149,2,0,0,0,sales,low
0.53,0.5,5,253,8,0,0,0,sales,low
0.42,0.53,3,131,5,1,1,0,marketing,low
0.46,0.36,3,274,9,0,0,0,technical,low
0.01,0.47,4,151,4,0,0,0,marketing,medium
0.18,0.88,5,141,3,0,1,0,RandD,high
0.62,0.36,3,235,8,0,1,0,product_mng,high
0.66,0.78,6,243,7,0,1,0,IT,low
0.2,0.36,2,121,5,0,0,0,management,low
0.35,0.47,6,273,4,0,0,0,finance,medium
0.48,0.42,2,120,9,0,1,0,sales,low
0.1,0.47,5,117,9,0,1,0,support,medium
0.1,0.74,6,259,9,0,1,0,finance,low
0.63,0.57,4,297,8,0,0,0,marketing,medium
0.69,0.65,7,231,6,0,1,0,finance,medium
0.38,0.66,3,169,6,1,1,0,technical,low
0.58,0.75,7,119,3,0,0,0,sales,low
0.4,0.79,7,123,10,0,0,0,hr,medium
0.47,0.36,4,126,7,0,0,0,RandD,medium
0.34,0.71,6,260,8,0,0,0,technical,medium
0.42,0.45,7,298,6,0,0,0,management,medium
0.52,0.41,2,265,8,0,0,0,product_mng,medium
0.2,0.88,7,123,3,0,0,0,support,low
0.24,0.76,4,260,7,0,1,0,product_mng,low
0.04,0.45,4,160,4,0,0,0,sales,low
0.41,0.89,7,195,2,0,1,0,finance,low
0.57,0.49,2,131,3,0,0,0,support,medium
0.11,0.39,7,212,5,0,0,0,marketing,medium
0.35,0.71,3,235,2,0,0,0,marketing,medium
0.6,0.6,5,122,3,1,0,0,marketing,low
0.3,0.69,6,234,4,1,0,0,sales,low
0.06,0.68,5,309,7,0,0,0,finance,medium
0.34,0.57,4,194,2,0,0,0,product_mng,low
0.27,0.86,3,148,10,0,0,0,marketing,low
0.16,0.6,4,241,8,0,1,0,IT,medium
0.5,0.78,6,277,5,0,0,0,sales,low
0.21,0.77,7,282,3,0,0,0,RandD,low
0.63,0.8,7,161,2,0,0,0,marketing,medium
0.33,0.75,7,144,10,1,0,0,hr,medium
0.48,0.57,6,158,2,0,0,0,RandD,low
0.44,0.6,3,268,7,0,0,0,marketing,medium
0.07,0.56,6,212,2,0,0,0,product_mng,low
0.19,0.62,2,167,5,0,1,0,support,medium
0.31,0.81,6,260,5,0,0,0,support,medium
0.2,0.49,7,108,8,0,0,0,hr,medium
0.4,0.88,4,192,9,1,0,0,IT,low
0.38,0.85,3,141,2,1,0,0,finance,medium
0.23,0.6,6,291,10,0,1,0,management,low
0.44,0.54,3,184,8,0,0,0,technical,medium
0.22,0.5,4,191,2,0,0,0,IT,low
0.52,0.53,5,293,8,0,0,0,finance,medium
0.61,0.75,6,254,4,0,0,0,product_mng,high
0.27,0.36,3,231,9,0,0,0,RandD,low
0.37,0.56,6,309,8,0,0,0,technical,low
0.39,0.48,5,183,2,0,0,0,sales,medium
0.41,0.81,4,243,10,0,1,0,support,low
0.4,0.76,5,211,3,0,1,0,RandD,medium
0.15,0.93,6,186,2,0,0,0,sales,low
0.1,0.93,3,145,5,0,0,0,technical,low
0.94,0.48,4,174,3,0,0,0,RandD,low
0.39,0.36,7,119,6,0,0,0,hr,medium
0.35,0.63,7,253,3,0,0,0,support,medium
0.37,0.7,7,233,2,0,0,1,support,medium
0.41,0.6,2,174,3,1,0,0,finance,high
0.12,0.59,5,303,3,0,0,0,marketing,low
0.31,0.36,4,294,2,0,1,0,management,low
0.24,0.67,3,212,10,0,0,1,product_mng,low
0.09,0.55,3,133,6,0,0,0,IT,medium
0.56,0.65,6,140,3,0,0,0,technical,medium
0.59,0.73,2,134,6,0,0,0,RandD,medium
0.47,0.85,6,104,9,0,1,0,sales,medium
0.34,0.36,7,207,2,0,0,0,hr,low
0.13,0.87,5,149,7,1,0,0,IT,low
0.67,0.62,3,282,6,1,0,0,management,low
0.09,0.88,4,238,5,0,1,0,hr,medium
0.25,0.55,5,280,9,0,0,0,finance,low
0.7,0.54,3,309,7,0,0,0,technical,medium
0.33,0.56,2,124,6,0,0,0,sales,low
0.17,0.77,5,106,5,0,0,0,technical,low
0.55,0.61,3,293,7,0,0,0,finance,medium
0.88,0.84,4,121,10,0,1,0,management,medium
0.39,0.7,5,202,6,1,1,1,IT,medium
0.7,0.93,6,231,4,0,1,0,technical,medium
0.41,0.62,5,176,2,1,0,0,hr,low
0.52,0.36,5,236,3,0,0,0,technical,high
0.41,0.86,5,283,10,0,0,0,product_mng,medium
0.88,0.48,6,269,2,0,0,0,sales,medium
0.03,0.8,3,198,8,0,0,0,IT,medium
0.54,0.36,3,246,4,0,0,0,technical,low
0.04,0.88,3,158,10,1,1,0,IT,medium
0.37,0.67,3,97,3,0,0,0,finance,low
0.34,0.59,5,275,9,0,0,0,IT,low
0.4,0.88,4,181,3,0,0,0,hr,low
0.2,0.36,5,97,7,1,0,0,IT,medium
0.55,0.58,3,269,2,0,0,0,sales,medium
0.17,0.54,3,231,4,0,1,0,technical,low
0.25,0.41,6,139,2,1,0,0,RandD,medium
0.19,0.56,5,196,5,0,0,0,IT,medium
0.63,0.36,3,145,6,0,1,0,support,low
0.19,0.94,5,280,6,1,0,0,RandD,medium
0.89,0.6,7,203,6,0,0,0,finance,low
0.25,0.36,2,97,4,1,0,0,product_mng,low
0.29,0.36,2,192,9,0,0,0,support,medium
0.52,0.36,4,107,4,0,0,0,marketing,medium
0.49,0.63,4,180,4,0,0,0,support,low
0.66,0.36,4,132,4,1,0,0,management,medium
0.63,0.8,7,248,8,0,1,0,sales,high
0.18,0.56,2,140,7,0,0,0,product_mng,medium
0.44,0.64,6,290,3,0,0,0,IT,medium
0.47,0.36,5,224,5,0,0,0,hr,medium
0.1,0.67,7,182,7,0,0,0,marketing,high
0.28,0.74,4,212,6,1,0,0,marketing,high
0.16,0.63,5,258,8,0,0,0,management,low
0.4,0.87,3,146,7,0,0,0,product_mng,low
0.08,0.45,3,299,5,1,0,0,product_mng,low
0.14,0.47,7,274,3,0,0,0,support,low
0.44,0.49,4,126,6,0,0,0,support,medium
0.21,0.69,2,136,2,0,0,0,sales,medium
0.11,0.41,5,153,10,0,0,0,IT,medium
0.51,0.86,7,109,6,0,0,0,RandD,high
0.48,0.96,3,232,2,0,0,0,product_mng,low
0.42,0.43,7,217,5,0,1,0,management,medium
0.27,0.78,3,245,3,0,0,0,sales,medium
0.37,0.74,6,106,2,0,0,0,RandD,high
0.13,0.74,5,186,9,0,0,0,finance,medium
0.57,0.82,6,280,3,0,0,0,support,low
0.61,0.68,5,167,4,0,1,0,technical,medium
0.35,0.36,4,128,3,0,0,0,technical,low
0.59,0.84,4,201,9,0,1,0,marketing,medium
0.13,0.36,7,188,3,1,0,0,sales,medium
0.93,0.93,3,119,4,1,0,0,marketing,medium
0.37,0.69,5,257,5,0,0,0,product_mng,medium
0.27,0.39,3,152,9,0,1,0,sales,low
0.32,0.62,4,279,10,1,0,0,technical,low
0.65,0.36,5,147,7,0,1,0,technical,low
0.65,0.93,4,165,9,0,0,0,RandD,medium
0.4,0.61,4,163,6,0,0,0,management,low
0.26,0.55,2,205,2,0,0,0,finance,medium
0.19,0.38,7,306,6,0,1,0,product_mng,low
0.57,0.36,5,281,2,0,1,0,support,low
0.57,0.54,5,205,4,0,0,0,management,low
0.51,0.5,6,166,5,0,0,0,technical,medium
0.49,0.36,3,192,9,0,0,0,technical,low
0.26,0.51,5,227,2,0,1,0,RandD,low
0.31,0.82,6,252,2,0,1,0,RandD,medium
0.65,0.68,6,217,6,0,1,0,finance,medium
0.47,0.45,5,259,5,0,0,0,IT,medium
0.54,0.37,4,303,5,0,0,0,hr,low
0.41,0.68,3,173,7,1,0,1,marketing,high
0.48,0.55,5,270,8,0,0,0,technical,low
0.76,0.64,7,118,3,1,0,0,product_mng,medium
0.2,0.36,7,177,8,0,0,0,technical,medium
0.53,0.46,6,224,2,0,1,0,technical,low
0.5,0.63,4,305,10,0,1,0,sales,medium
0.42,0.72,4,169,6,0,0,0,marketing,medium
0.14,0.36,7,209,5,0,0,0,technical,medium
0.27,0.82,3,133,4,0,0,0,IT,high
0.49,0.51,4,190,5,0,0,0,management,low
0.47,0.36,6,304,10,0,0,0,finance,low
0.1,0.58,7,104,9,0,0,0,finance,high
0.28,0.49,5,109,10,0,0,0,product_mng,low
0.3,0.4,3,228,4,0,0,0,management,medium
0.34,0.42,7,243,9,0,0,0,hr,low
0.28,0.43,5,267,3,1,1,0,product_mng,medium
0.22,0.63,4,255,8,1,0,0,sales,high
0.39,0.74,4,111,2,1,1,0,sales,low
0.77,0.4,7,250,10,0,0,0,IT,medium
0.36,0.64,7,116,5,0,0,0,hr,low
0.53,0.62,5,128,3,0,0,0,technical,medium
0.39,0.85,4,248,9,0,0,0,management,medium
0.25,0.87,6,137,3,0,0,0,support,high
0.43,0.72,5,179,9,0,0,0,product_mng,medium
0.39,0.41,6,98,8,0,0,1,technical,medium
0.45,0.5,4,102,9,0,0,0,sales,medium
0.19,0.71,3,296,5,0,0,0,IT,medium
0.4,0.68,6,229,8,0,0,0,technical,low
0.09,0.36,7,105,4,0,0,0,RandD,medium
0.27,0.54,4,220,6,0,1,0,hr,low
0.56,0.36,2,158,10,0,0,0,product_mng,low
0.37,0.65,4,240,2,0,0,0,marketing,low
0.71,0.54,6,246,2,0,0,0,sales,low
0.28,0.71,2,123,2,0,1,0,support,medium
0.48,0.81,3,227,3,0,0,0,finance,medium
0.36,0.36,7,127,5,0,0,0,finance,medium
0.19,0.79,2,151,7,0,1,0,management,medium
0.42,0.76,4,224,2,0,1,0,finance,medium
0.26,0.36,4,228,6,0,1,0,marketing,low
0.3,0.57,6,299,3,0,0,0,product_mng,low
0.04,0.5,5,223,8,0,0,0,support,low
0.43,0.66,6,141,3,0,0,0,marketing,low
0.72,0.36,3,96,5,0,0,0,sales,low
0.39,0.95,7,293,9,0,0,0,hr,medium
0.81,0.59,6,217,10,0,0,0,support,medium
0.25,0.64,7,291,4,0,0,0,IT,low
0.56,0.64,4,234,8,0,0,0,technical,low
0.56,0.54,2,304,4,0,1,0,RandD,low
0.54,0.63,5,283,10,0,1,0,support,low
0.24,0.95,5,261,4,0,0,0,management,low
0.32,0.52,5,123,5,0,0,1,hr,medium
0.3,0.64,4,165,8,0,0,0,product_mng,low
0.32,0.68,6,241,6,0,0,0,finance,medium
0.32,0.95,4,264,9,1,0,0,management,medium
0.74,0.78,5,274,8,0,0,0,technical,low
0.54,0.36,7,211,3,0,0,0,support,medium
0.39,0.39,2,271,7,0,0,0,management,medium
0.38,0.59,7,296,7,0,1,0,support,low
0.1,0.61,4,249,2,0,0,0,management,medium
0.35,0.86,6,228,9,0,1,0,technical,low
0.2,0.61,3,160,6,1,0,0,support,medium
0.26,0.63,3,146,6,0,0,0,marketing,low
0.88,0.78,3,212,8,0,1,0,technical,low
0.63,0.87,4,165,7,0,0,0,marketing,medium
0.54,0.37,3,293,2,0,1,0,product_mng,medium
0.15,0.47,4,166,9,0,0,0,sales,low
0.1,0.88,4,284,4,0,0,0,IT,low
0.24,0.36,7,165,4,0,0,0,RandD,low
0.12,0.59,7,233,6,0,1,0,marketing,low
0.54,0.47,3,287,5,0,0,0,technical,medium
0.55,0.36,2,138,10,0,0,0,management,medium
0.75,0.78,4,191,10,0,0,0,finance,low
0.45,0.58,5,115,3,0,0,0,RandD,medium
0.26,0.42,5,290,6,0,1,0,sales,low
0.27,0.86,6,108,2,0,1,0,product_mng,low
0.47,0.74,7,176,2,0,0,0,RandD,medium
0.58,0.53,4,141,5,0,1,0,marketing,medium
0.51,0.57,3,220,10,0,0,0,technical,low
0.52,0.69,6,185,3,0,0,0,support,medium
0.1,0.84,6,137,5,0,1,0,product_mng,medium
0.53,0.71,2,116,10,0,0,0,management,medium
0.8,0.36,2,146,2,0,0,0,hr,high
0.49,0.65,2,164,7,0,0,0,sales,low
0.19,0.8,4,137,10,0,0,0,IT,low
0.32,0.54,6,140,5,0,0,0,hr,medium
0.06,0.75,4,190,3,0,0,0,management,medium
0.29,0.85,2,158,7,0,0,0,support,high
0.14,0.65,7,107,6,0,0,0,hr,low
0.14,0.68,2,104,6,0,0,0,RandD,low
0.26,0.38,5,296,8,0,0,0,IT,medium
0.18,0.36,2,153,4,1,0,0,support,medium
0.25,0.67,2,112,10,0,0,1,technical,low
0.46,0.63,5,300,2,0,1,0,technical,low
0.67,0.63,4,291,8,0,0,0,management,medium
0.31,0.76,3,228,8,0,0,0,IT,medium
0.67,0.64,7,221,4,0,0,0,hr,medium
0.39,0.67,4,197,8,0,0,0,finance,low
0.48,0.38,2,120,5,0,1,0,marketing,low
0.37,0.48,7,183,2,0,0,0,RandD,low
0.32,0.9,4,153,2,0,0,0,RandD,low
0.6,0.36,6,131,8,1,0,0,management,medium
0.3,0.86,6,164,10,0,0,0,support,medium
0.64,0.91,4,298,10,0,1,0,hr,medium
0.19,0.57,3,209,5,0,0,0,RandD,low
0.79,0.36,6,138,5,0,0,0,hr,medium
0.22,0.48,6,107,3,0,1,0,management,low
0.18,0.61,2,251,10,1,0,0,management,medium
0.38,0.83,2,267,3,0,0,0,IT,low
0.31,0.92,3,228,8,0,1,0,product_mng,low
0.69,0.98,3,251,7,0,0,0,support,low
0.22,0.94,3,139,10,0,0,0,technical,high
0.47,0.76,7,221,9,0,0,0,support,medium
0.64,0.6,6,309,9,0,0,0,RandD,low
0.24,0.49,7,137,8,0,0,0,sales,medium
0.08,0.93,3,121,8,0,0,0,IT,medium
0.08,0.66,6,215,4,0,0,0,finance,medium
0.47,0.5,4,141,6,0,1,1,RandD,medium
0.46,0.83,2,144,6,0,1,0,support,medium
0.63,0.36,3,220,8,0,0,0,technical,medium
0.35,0.84,6,175,2,0,0,0,technical,medium
0.29,0.76,3,195,3,0,0,0,finance,low
0.13,0.84,7,306,2,0,0,0,sales,low
0.33,0.71,4,216,5,0,0,0,marketing,medium
0.82,0.66,5,109,3,0,1,0,IT,low
0.28,0.87,7,219,4,0,1,0,hr,medium
0.12,0.45,5,176,8,0,0,0,finance,low
0.47,0.83,3,130,8,0,1,0,sales,low
0.47,0.82,3,129,4,1,0,0,RandD,low
0.5,0.36,7,266,8,1,1,0,RandD,medium
0.3,0.52,6,200,5,0,0,0,RandD,low
0.09,0.62,2,135,2,0,1,0,product_mng,low
0.58,0.36,7,160,8,0,0,0,hr,low
0.35,0.57,7,195,7,0,0,0,sales,low
0.46,0.98,5,214,2,0,0,0,sales,medium
0.68,0.6,5,162,9,0,0,0,hr,medium
0.39,0.63,5,139,9,0,1,0,management,low
0.41,0.53,2,282,6,1,0,1,RandD,medium
0.47,0.55,5,96,9,0,0,0,technical,medium
0.36,0.85,2,290,4,0,1,0,management,medium
0.54,0.84,5,302,3,0,1,1,RandD,medium
0.44,0.8,7,129,2,0,0,0,support,medium
0.36,0.61,7,192,5,0,1,0,support,medium
0.57,0.41,5,198,8,0,0,0,finance,medium
0.49,0.95,7,207,4,0,0,0,marketing,low
0.41,0.36,6,193,6,0,0,0,sales,medium
0.22,0.59,6,189,2,0,1,0,product_mng,low
0.63,0.36,4,171,2,0,0,0,sales,medium
0.16,0.36,6,220,2,0,1,0,technical,medium
0.09,0.69,5,221,4,0,0,0,IT,medium
0.37,0.73,5,261,10,0,1,0,IT,low
0.64,0.69,4,201,9,0,0,0,sales,medium
0.66,0.36,4,242,8,0,0,0,sales,low
0.71,0.59,3,106,8,0,0,1,technical,high
0.32,0.56,6,165,8,0,1,0,technical,low
0.33,0.62,2,177,4,0,0,0,support,low
0.68,0.39,2,185,8,0,0,0,hr,low
0.26,0.44,3,257,2,0,0,0,RandD,medium
0.28,0.79,7,145,10,0,0,0,marketing,medium
0.08,0.63,2,268,10,0,0,0,product_mng,low
0.52,0.36,3,244,2,1,1,0,product_mng,low
0.19,0.48,4,218,6,0,0,0,IT,low
0.3,0.74,5,280,9,1,0,0,sales,low
0.74,0.84,4,123,8,0,1,0,support,low
0.63,0.85,2,110,6,0,1,0,management,medium
0.17,0.36,6,306,2,0,0,0,hr,low
0.65,0.64,7,100,6,0,0,0,IT,low
0.69,0.74,2,217,4,0,1,0,marketing,medium
0.29,0.75,6,304,9,0,0,0,management,low
0.53,0.72,2,138,4,0,0,0,technical,medium
0.11,0.51,2,299,3,0,0,0,marketing,low
0.53,0.48,3,227,3,0,0,0,management,low
0.2,0.47,7,278,7,0,0,0,marketing,low
0.55,0.89,2,143,3,0,0,0,sales,low
